_id,WeekEndingDate,Country,HBT,TreatmentLocation,DepartmentType,NumberOfAttendancesEpisode,NumberWithin4HoursEpisode,NumberOver4HoursEpisode,PercentageWithin4HoursEpisode,NumberOver8HoursEpisode,PercentageOver8HoursEpisode,NumberOver12HoursEpisode,PercentageOver12HoursEpisode
7211,20190922,S92000003,S08000031,C313H,Emergency Department,705,614,91,87.1,4,0.6,0,0
7212,20190922,S92000003,S08000031,G405H,Emergency Department,2033,1476,557,72.6,32,1.6,0,0
7213,20190922,S92000003,S08000031,C418H,Emergency Department,1421,1111,310,78.2,35,2.5,2,0.1
7214,20190922,S92000003,S08000031,G513H,Emergency Department,1597,1507,90,94.4,1,0.1,0,0
7215,20190922,S92000003,S08000022,H212H,Emergency Department,208,189,19,90.9,0,0,0,0
7216,20190922,S92000003,S08000022,H103H,Emergency Department,139,132,7,95,1,0.7,0,0
7217,20190922,S92000003,S08000022,C121H,Emergency Department,182,178,4,97.8,0,0,0,0
7218,20190922,S92000003,S08000022,H202H,Emergency Department,765,706,59,92.3,1,0.1,0,0
7219,20190922,S92000003,S08000032,L302H,Emergency Department,1333,1101,232,82.6,47,3.5,24,1.8
7220,20190922,S92000003,S08000032,L106H,Emergency Department,1467,1312,155,89.4,9,0.6,3,0.2
7221,20190922,S92000003,S08000032,L308H,Emergency Department,1533,1254,279,81.8,35,2.3,4,0.3
7222,20190922,S92000003,S08000024,S319H,Emergency Department,1102,1052,50,95.5,1,0.1,0,0
7223,20190922,S92000003,S08000024,S314H,Emergency Department,2688,2146,542,79.8,68,2.5,24,0.9
7224,20190922,S92000003,S08000024,S308H,Emergency Department,1253,1172,81,93.5,10,0.8,4,0.3
7225,20190922,S92000003,S08000025,R103H,Emergency Department,149,149,0,100,0,0,0,0
7226,20190922,S92000003,S08000026,Z102H,Emergency Department,148,139,9,93.9,0,0,0,0
7227,20190922,S92000003,S08000030,T101H,Emergency Department,1186,1124,62,94.8,3,0.3,0,0
7228,20190922,S92000003,S08000030,T202H,Emergency Department,593,555,38,93.6,2,0.3,0,0
7229,20190922,S92000003,S08000028,W107H,Emergency Department,145,142,3,97.9,0,0,0,0
7230,20190929,S92000003,S08000015,A210H,Emergency Department,811,627,184,77.3,92,11.3,43,5.3
7231,20190929,S92000003,S08000015,A111H,Emergency Department,1442,1380,62,95.7,7,0.5,0,0
7232,20190929,S92000003,S08000016,B120H,Emergency Department,646,565,81,87.5,9,1.4,6,0.9
7233,20190929,S92000003,S08000017,Y146H,Emergency Department,755,652,103,86.4,10,1.3,0,0
7234,20190929,S92000003,S08000017,Y144H,Emergency Department,269,245,24,91.1,3,1.1,1,0.4
7235,20190929,S92000003,S08000029,F704H,Emergency Department,1413,1213,200,85.8,18,1.3,0,0
7236,20190929,S92000003,S08000019,V217H,Emergency Department,1370,1145,225,83.6,2,0.1,0,0
7237,20190929,S92000003,S08000020,N101H,Emergency Department,1319,1089,230,82.6,16,1.2,0,0
7238,20190929,S92000003,S08000020,N411H,Emergency Department,580,547,33,94.3,4,0.7,0,0
7239,20190929,S92000003,S08000020,N121H,Emergency Department,366,363,3,99.2,0,0,0,0
7240,20190929,S92000003,S08000031,G107H,Emergency Department,2020,1646,374,81.5,19,0.9,1,0
7241,20190929,S92000003,S08000031,C313H,Emergency Department,737,618,119,83.9,14,1.9,0,0
7242,20190929,S92000003,S08000031,G405H,Emergency Department,2045,1562,483,76.4,44,2.2,0,0
7243,20190929,S92000003,S08000031,C418H,Emergency Department,1406,1123,283,79.9,38,2.7,0,0
7244,20190929,S92000003,S08000031,G513H,Emergency Department,1472,1428,44,97,0,0,0,0
7245,20190929,S92000003,S08000022,H212H,Emergency Department,182,172,10,94.5,0,0,0,0
7246,20190929,S92000003,S08000022,H103H,Emergency Department,181,174,7,96.1,0,0,0,0
7247,20190929,S92000003,S08000022,C121H,Emergency Department,178,170,8,95.5,0,0,0,0
7248,20190929,S92000003,S08000022,H202H,Emergency Department,790,723,67,91.5,3,0.4,0,0
7249,20190929,S92000003,S08000032,L302H,Emergency Department,1392,1157,235,83.1,48,3.4,25,1.8
7250,20190929,S92000003,S08000032,L106H,Emergency Department,1415,1169,246,82.6,11,0.8,3,0.2
7251,20190929,S92000003,S08000032,L308H,Emergency Department,1586,1185,401,74.7,72,4.5,14,0.9
7252,20190929,S92000003,S08000024,S319H,Emergency Department,1068,1030,38,96.4,0,0,0,0
7253,20190929,S92000003,S08000024,S314H,Emergency Department,2633,2185,448,83,66,2.5,7,0.3
7254,20190929,S92000003,S08000024,S308H,Emergency Department,1274,1169,105,91.8,17,1.3,2,0.2
7255,20190929,S92000003,S08000025,R103H,Emergency Department,147,146,1,99.3,0,0,0,0
7256,20190929,S92000003,S08000026,Z102H,Emergency Department,128,115,13,89.8,0,0,0,0
7257,20190929,S92000003,S08000030,T101H,Emergency Department,1117,1021,96,91.4,1,0.1,0,0
7258,20190929,S92000003,S08000030,T202H,Emergency Department,511,465,46,91,2,0.4,0,0
7259,20190929,S92000003,S08000028,W107H,Emergency Department,152,152,0,100,0,0,0,0
7260,20191006,S92000003,S08000015,A210H,Emergency Department,746,543,203,72.8,82,11,38,5.1
7261,20191006,S92000003,S08000015,A111H,Emergency Department,1439,1375,64,95.6,5,0.3,0,0
7262,20191006,S92000003,S08000016,B120H,Emergency Department,622,583,39,93.7,3,0.5,0,0
7263,20191006,S92000003,S08000017,Y146H,Emergency Department,685,602,83,87.9,5,0.7,1,0.1
7264,20191006,S92000003,S08000017,Y144H,Emergency Department,260,246,14,94.6,0,0,0,0
7265,20191006,S92000003,S08000029,F704H,Emergency Department,1352,1232,120,91.1,5,0.4,0,0
7266,20191006,S92000003,S08000019,V217H,Emergency Department,1372,1041,331,75.9,14,1,1,0.1
7267,20191006,S92000003,S08000020,N101H,Emergency Department,1292,1120,172,86.7,10,0.8,0,0
7268,20191006,S92000003,S08000020,N411H,Emergency Department,543,529,14,97.4,0,0,0,0
7269,20191006,S92000003,S08000020,N121H,Emergency Department,335,334,1,99.7,0,0,0,0
7270,20191006,S92000003,S08000031,G107H,Emergency Department,2029,1584,445,78.1,27,1.3,2,0.1
7271,20191006,S92000003,S08000031,C313H,Emergency Department,660,575,85,87.1,7,1.1,0,0
7272,20191006,S92000003,S08000031,G405H,Emergency Department,2106,1499,607,71.2,48,2.3,5,0.2
7273,20191006,S92000003,S08000031,C418H,Emergency Department,1358,1093,265,80.5,57,4.2,6,0.4
7274,20191006,S92000003,S08000031,G513H,Emergency Department,1376,1320,56,95.9,0,0,0,0
7275,20191006,S92000003,S08000022,H212H,Emergency Department,194,178,16,91.8,1,0.5,0,0
7276,20191006,S92000003,S08000022,H103H,Emergency Department,164,157,7,95.7,0,0,0,0
7277,20191006,S92000003,S08000022,C121H,Emergency Department,148,145,3,98,0,0,0,0
7278,20191006,S92000003,S08000022,H202H,Emergency Department,675,617,58,91.4,4,0.6,0,0
7279,20191006,S92000003,S08000032,L302H,Emergency Department,1375,1026,349,74.6,49,3.6,7,0.5
7280,20191006,S92000003,S08000032,L106H,Emergency Department,1396,1226,170,87.8,11,0.8,0,0
7281,20191006,S92000003,S08000032,L308H,Emergency Department,1474,1236,238,83.9,53,3.6,14,0.9
7282,20191006,S92000003,S08000024,S319H,Emergency Department,1085,1048,37,96.6,1,0.1,1,0.1
7283,20191006,S92000003,S08000024,S314H,Emergency Department,2559,2006,553,78.4,89,3.5,5,0.2
7284,20191006,S92000003,S08000024,S308H,Emergency Department,1187,1080,107,91,20,1.7,7,0.6
7285,20191006,S92000003,S08000025,R103H,Emergency Department,149,142,7,95.3,0,0,0,0
7286,20191006,S92000003,S08000026,Z102H,Emergency Department,129,124,5,96.1,0,0,0,0
7287,20191006,S92000003,S08000030,T101H,Emergency Department,984,943,41,95.8,0,0,0,0
7288,20191006,S92000003,S08000030,T202H,Emergency Department,486,458,28,94.2,1,0.2,0,0
7289,20191006,S92000003,S08000028,W107H,Emergency Department,137,133,4,97.1,0,0,0,0
7290,20191013,S92000003,S08000015,A210H,Emergency Department,758,610,148,80.5,56,7.4,19,2.5
7291,20191013,S92000003,S08000015,A111H,Emergency Department,1446,1236,210,85.5,58,4,17,1.2
7292,20191013,S92000003,S08000016,B120H,Emergency Department,629,570,59,90.6,3,0.5,1,0.2
7293,20191013,S92000003,S08000017,Y146H,Emergency Department,711,657,54,92.4,2,0.3,0,0
7294,20191013,S92000003,S08000017,Y144H,Emergency Department,274,262,12,95.6,1,0.4,1,0.4
7295,20191013,S92000003,S08000029,F704H,Emergency Department,1261,1134,127,89.9,0,0,0,0
7296,20191013,S92000003,S08000019,V217H,Emergency Department,1359,1171,188,86.2,5,0.4,1,0.1
7297,20191013,S92000003,S08000020,N101H,Emergency Department,1216,1040,176,85.5,11,0.9,1,0.1
7298,20191013,S92000003,S08000020,N411H,Emergency Department,557,519,38,93.2,2,0.4,0,0
7299,20191013,S92000003,S08000020,N121H,Emergency Department,347,344,3,99.1,0,0,0,0
7300,20191013,S92000003,S08000031,G107H,Emergency Department,1938,1466,472,75.6,35,1.8,1,0.1
7301,20191013,S92000003,S08000031,C313H,Emergency Department,639,585,54,91.5,1,0.2,0,0
7302,20191013,S92000003,S08000031,G405H,Emergency Department,1962,1443,519,73.5,78,4,14,0.7
7303,20191013,S92000003,S08000031,C418H,Emergency Department,1316,1013,303,77,56,4.3,5,0.4
7304,20191013,S92000003,S08000031,G513H,Emergency Department,1355,1277,78,94.2,0,0,0,0
7305,20191013,S92000003,S08000022,H212H,Emergency Department,162,156,6,96.3,1,0.6,0,0
7306,20191013,S92000003,S08000022,H103H,Emergency Department,137,136,1,99.3,0,0,0,0
7307,20191013,S92000003,S08000022,C121H,Emergency Department,164,160,4,97.6,0,0,0,0
7308,20191013,S92000003,S08000022,H202H,Emergency Department,742,674,68,90.8,5,0.7,0,0
7309,20191013,S92000003,S08000032,L302H,Emergency Department,1344,1009,335,75.1,92,6.8,29,2.2
7310,20191013,S92000003,S08000032,L106H,Emergency Department,1410,1286,124,91.2,9,0.6,1,0.1
7311,20191013,S92000003,S08000032,L308H,Emergency Department,1489,1207,282,81.1,40,2.7,12,0.8
7312,20191013,S92000003,S08000024,S319H,Emergency Department,1073,1016,57,94.7,0,0,0,0
7313,20191013,S92000003,S08000024,S314H,Emergency Department,2569,2001,568,77.9,119,4.6,31,1.2
7314,20191013,S92000003,S08000024,S308H,Emergency Department,1195,1075,120,90,30,2.5,5,0.4
7315,20191013,S92000003,S08000025,R103H,Emergency Department,145,142,3,97.9,0,0,0,0
7316,20191013,S92000003,S08000026,Z102H,Emergency Department,162,139,23,85.8,0,0,0,0
7317,20191013,S92000003,S08000030,T101H,Emergency Department,1071,980,91,91.5,1,0.1,0,0
7318,20191013,S92000003,S08000030,T202H,Emergency Department,501,475,26,94.8,0,0,0,0
7319,20191013,S92000003,S08000028,W107H,Emergency Department,146,146,0,100,0,0,0,0
7320,20191020,S92000003,S08000015,A210H,Emergency Department,720,577,143,80.1,68,9.4,37,5.1
7321,20191020,S92000003,S08000015,A111H,Emergency Department,1407,1187,220,84.4,78,5.5,49,3.5
7322,20191020,S92000003,S08000016,B120H,Emergency Department,588,524,64,89.1,1,0.2,0,0
7323,20191020,S92000003,S08000017,Y146H,Emergency Department,730,635,95,87,21,2.9,2,0.3
7324,20191020,S92000003,S08000017,Y144H,Emergency Department,256,235,21,91.8,6,2.3,0,0
7325,20191020,S92000003,S08000029,F704H,Emergency Department,1259,1146,113,91,5,0.4,0,0
7326,20191020,S92000003,S08000019,V217H,Emergency Department,1282,1102,180,86,8,0.6,0,0
7327,20191020,S92000003,S08000020,N101H,Emergency Department,1184,996,188,84.1,12,1,0,0
7328,20191020,S92000003,S08000020,N411H,Emergency Department,530,496,34,93.6,1,0.2,0,0
7329,20191020,S92000003,S08000020,N121H,Emergency Department,247,245,2,99.2,0,0,0,0
7330,20191020,S92000003,S08000031,G107H,Emergency Department,1863,1468,395,78.8,34,1.8,5,0.3
7331,20191020,S92000003,S08000031,C313H,Emergency Department,644,585,59,90.8,4,0.6,0,0
7332,20191020,S92000003,S08000031,G405H,Emergency Department,1918,1425,493,74.3,37,1.9,2,0.1
7333,20191020,S92000003,S08000031,C418H,Emergency Department,1287,1004,283,78,40,3.1,2,0.2
7334,20191020,S92000003,S08000031,G513H,Emergency Department,1289,1242,47,96.4,1,0.1,0,0
7335,20191020,S92000003,S08000022,H212H,Emergency Department,179,160,19,89.4,1,0.6,0,0
7336,20191020,S92000003,S08000022,H103H,Emergency Department,131,127,4,96.9,0,0,0,0
7337,20191020,S92000003,S08000022,C121H,Emergency Department,126,125,1,99.2,0,0,0,0
7338,20191020,S92000003,S08000022,H202H,Emergency Department,735,622,113,84.6,7,1,0,0
7339,20191020,S92000003,S08000032,L302H,Emergency Department,1243,852,391,68.5,89,7.2,35,2.8
7340,20191020,S92000003,S08000032,L106H,Emergency Department,1346,1167,179,86.7,20,1.5,8,0.6
7341,20191020,S92000003,S08000032,L308H,Emergency Department,1422,1222,200,85.9,45,3.2,18,1.3
7342,20191020,S92000003,S08000024,S319H,Emergency Department,890,855,35,96.1,1,0.1,0,0
7343,20191020,S92000003,S08000024,S314H,Emergency Department,2475,2144,331,86.6,31,1.3,1,0
7344,20191020,S92000003,S08000024,S308H,Emergency Department,1112,1012,100,91,27,2.4,2,0.2
7345,20191020,S92000003,S08000025,R103H,Emergency Department,118,113,5,95.8,0,0,0,0
7346,20191020,S92000003,S08000026,Z102H,Emergency Department,137,129,8,94.2,0,0,0,0
7347,20191020,S92000003,S08000030,T101H,Emergency Department,963,918,45,95.3,0,0,0,0
7348,20191020,S92000003,S08000030,T202H,Emergency Department,434,420,14,96.8,0,0,0,0
7349,20191020,S92000003,S08000028,W107H,Emergency Department,121,120,1,99.2,0,0,0,0
7350,20191027,S92000003,S08000015,A210H,Emergency Department,708,504,204,71.2,90,12.7,46,6.5
7351,20191027,S92000003,S08000015,A111H,Emergency Department,1397,1260,137,90.2,46,3.3,26,1.9
7352,20191027,S92000003,S08000016,B120H,Emergency Department,603,548,55,90.9,4,0.7,1,0.2
7353,20191027,S92000003,S08000017,Y146H,Emergency Department,638,592,46,92.8,1,0.2,0,0
7354,20191027,S92000003,S08000017,Y144H,Emergency Department,264,230,34,87.1,2,0.8,0,0
7355,20191027,S92000003,S08000029,F704H,Emergency Department,1275,1100,175,86.3,4,0.3,0,0
7356,20191027,S92000003,S08000019,V217H,Emergency Department,1274,1097,177,86.1,1,0.1,0,0
7357,20191027,S92000003,S08000020,N101H,Emergency Department,1194,1037,157,86.9,7,0.6,0,0
7358,20191027,S92000003,S08000020,N411H,Emergency Department,477,450,27,94.3,2,0.4,0,0
7359,20191027,S92000003,S08000020,N121H,Emergency Department,242,242,0,100,0,0,0,0
7360,20191027,S92000003,S08000031,G107H,Emergency Department,1923,1494,429,77.7,27,1.4,1,0.1
7361,20191027,S92000003,S08000031,C313H,Emergency Department,631,560,71,88.7,3,0.5,0,0
7362,20191027,S92000003,S08000031,G405H,Emergency Department,2016,1479,537,73.4,59,2.9,15,0.7
7363,20191027,S92000003,S08000031,C418H,Emergency Department,1381,1151,230,83.3,33,2.4,1,0.1
7364,20191027,S92000003,S08000031,G513H,Emergency Department,1446,1381,65,95.5,0,0,0,0
7365,20191027,S92000003,S08000022,H212H,Emergency Department,144,131,13,91,1,0.7,0,0
7366,20191027,S92000003,S08000022,H103H,Emergency Department,177,172,5,97.2,0,0,0,0
7367,20191027,S92000003,S08000022,C121H,Emergency Department,170,169,1,99.4,0,0,0,0
7368,20191027,S92000003,S08000022,H202H,Emergency Department,663,578,85,87.2,6,0.9,0,0
7369,20191027,S92000003,S08000032,L302H,Emergency Department,1301,961,340,73.9,75,5.8,32,2.5
7370,20191027,S92000003,S08000032,L106H,Emergency Department,1337,1214,123,90.8,5,0.4,0,0
7371,20191027,S92000003,S08000032,L308H,Emergency Department,1491,1198,293,80.3,60,4,9,0.6
7372,20191027,S92000003,S08000024,S319H,Emergency Department,1046,995,51,95.1,0,0,0,0
7373,20191027,S92000003,S08000024,S314H,Emergency Department,2556,2172,384,85,85,3.3,10,0.4
7374,20191027,S92000003,S08000024,S308H,Emergency Department,1164,1027,137,88.2,18,1.5,1,0.1
7375,20191027,S92000003,S08000025,R103H,Emergency Department,103,103,0,100,0,0,0,0
7376,20191027,S92000003,S08000026,Z102H,Emergency Department,124,118,6,95.2,0,0,0,0
7377,20191027,S92000003,S08000030,T101H,Emergency Department,1014,974,40,96.1,0,0,0,0
7378,20191027,S92000003,S08000030,T202H,Emergency Department,490,482,8,98.4,0,0,0,0
7379,20191027,S92000003,S08000028,W107H,Emergency Department,141,141,0,100,0,0,0,0
7380,20191103,S92000003,S08000015,A210H,Emergency Department,731,563,168,77,68,9.3,31,4.2
7381,20191103,S92000003,S08000015,A111H,Emergency Department,1425,1312,113,92.1,43,3,13,0.9
7382,20191103,S92000003,S08000016,B120H,Emergency Department,636,568,68,89.3,11,1.7,3,0.5
7383,20191103,S92000003,S08000017,Y146H,Emergency Department,693,620,73,89.5,1,0.1,0,0
7384,20191103,S92000003,S08000017,Y144H,Emergency Department,251,236,15,94,2,0.8,0,0
7385,20191103,S92000003,S08000029,F704H,Emergency Department,1324,1190,134,89.9,2,0.2,0,0
7386,20191103,S92000003,S08000019,V217H,Emergency Department,1297,1038,259,80,6,0.5,1,0.1
7387,20191103,S92000003,S08000020,N101H,Emergency Department,1245,1058,187,85,12,1,3,0.2
7388,20191103,S92000003,S08000020,N411H,Emergency Department,509,486,23,95.5,1,0.2,0,0
7389,20191103,S92000003,S08000020,N121H,Emergency Department,286,286,0,100,0,0,0,0
7390,20191103,S92000003,S08000031,G107H,Emergency Department,1907,1504,403,78.9,10,0.5,3,0.2
7391,20191103,S92000003,S08000031,C313H,Emergency Department,596,536,60,89.9,2,0.3,1,0.2
7392,20191103,S92000003,S08000031,G405H,Emergency Department,1877,1299,578,69.2,38,2,1,0.1
7393,20191103,S92000003,S08000031,C418H,Emergency Department,1332,1142,190,85.7,24,1.8,0,0
7394,20191103,S92000003,S08000031,G513H,Emergency Department,1526,1444,82,94.6,0,0,0,0
7395,20191103,S92000003,S08000022,H212H,Emergency Department,152,137,15,90.1,1,0.7,0,0
7396,20191103,S92000003,S08000022,H103H,Emergency Department,168,165,3,98.2,1,0.6,0,0
7397,20191103,S92000003,S08000022,C121H,Emergency Department,175,167,8,95.4,1,0.6,0,0
7398,20191103,S92000003,S08000022,H202H,Emergency Department,687,574,113,83.6,25,3.6,0,0
7399,20191103,S92000003,S08000032,L302H,Emergency Department,1264,1020,244,80.7,20,1.6,3,0.2
7400,20191103,S92000003,S08000032,L106H,Emergency Department,1335,1185,150,88.8,11,0.8,0,0
7401,20191103,S92000003,S08000032,L308H,Emergency Department,1484,1214,270,81.8,44,3,6,0.4
7402,20191103,S92000003,S08000024,S319H,Emergency Department,1038,988,50,95.2,0,0,0,0
7403,20191103,S92000003,S08000024,S314H,Emergency Department,2457,1909,548,77.7,129,5.3,26,1.1
7404,20191103,S92000003,S08000024,S308H,Emergency Department,1197,1060,137,88.6,39,3.3,14,1.2
7405,20191103,S92000003,S08000025,R103H,Emergency Department,136,136,0,100,0,0,0,0
7406,20191103,S92000003,S08000026,Z102H,Emergency Department,120,115,5,95.8,0,0,0,0
7407,20191103,S92000003,S08000030,T101H,Emergency Department,1026,984,42,95.9,1,0.1,0,0
7408,20191103,S92000003,S08000030,T202H,Emergency Department,470,453,17,96.4,1,0.2,0,0
7409,20191103,S92000003,S08000028,W107H,Emergency Department,123,120,3,97.6,0,0,0,0
7410,20191110,S92000003,S08000015,A210H,Emergency Department,701,518,183,73.9,82,11.7,24,3.4
7411,20191110,S92000003,S08000015,A111H,Emergency Department,1521,1286,235,84.5,82,5.4,33,2.2
7412,20191110,S92000003,S08000016,B120H,Emergency Department,619,540,79,87.2,16,2.6,6,1
7413,20191110,S92000003,S08000017,Y146H,Emergency Department,669,606,63,90.6,6,0.9,0,0
7414,20191110,S92000003,S08000017,Y144H,Emergency Department,256,238,18,93,2,0.8,0,0
7415,20191110,S92000003,S08000029,F704H,Emergency Department,1379,1275,104,92.5,3,0.2,0,0
7416,20191110,S92000003,S08000019,V217H,Emergency Department,1314,1125,189,85.6,22,1.7,1,0.1
7417,20191110,S92000003,S08000020,N101H,Emergency Department,1240,1045,195,84.3,16,1.3,0,0
7418,20191110,S92000003,S08000020,N411H,Emergency Department,541,487,54,90,1,0.2,0,0
7419,20191110,S92000003,S08000020,N121H,Emergency Department,340,336,4,98.8,0,0,0,0
7420,20191110,S92000003,S08000031,G107H,Emergency Department,1952,1618,334,82.9,16,0.8,1,0.1
7421,20191110,S92000003,S08000031,C313H,Emergency Department,677,607,70,89.7,5,0.7,0,0
7422,20191110,S92000003,S08000031,G405H,Emergency Department,1981,1357,624,68.5,122,6.2,28,1.4
7423,20191110,S92000003,S08000031,C418H,Emergency Department,1368,1043,325,76.2,59,4.3,1,0.1
7424,20191110,S92000003,S08000031,G513H,Emergency Department,1692,1581,111,93.4,0,0,0,0
7425,20191110,S92000003,S08000022,H212H,Emergency Department,153,143,10,93.5,1,0.7,0,0
7426,20191110,S92000003,S08000022,H103H,Emergency Department,137,136,1,99.3,0,0,0,0
7427,20191110,S92000003,S08000022,C121H,Emergency Department,150,145,5,96.7,0,0,0,0
7428,20191110,S92000003,S08000022,H202H,Emergency Department,710,621,89,87.5,13,1.8,2,0.3
7429,20191110,S92000003,S08000032,L302H,Emergency Department,1286,1048,238,81.5,43,3.3,25,1.9
7430,20191110,S92000003,S08000032,L106H,Emergency Department,1357,1188,169,87.5,18,1.3,1,0.1
7431,20191110,S92000003,S08000032,L308H,Emergency Department,1496,1241,255,83,42,2.8,7,0.5
7432,20191110,S92000003,S08000024,S319H,Emergency Department,1085,1035,50,95.4,0,0,0,0
7433,20191110,S92000003,S08000024,S314H,Emergency Department,2504,1902,602,76,165,6.6,51,2
7434,20191110,S92000003,S08000024,S308H,Emergency Department,1154,966,188,83.7,65,5.6,24,2.1
7435,20191110,S92000003,S08000025,R103H,Emergency Department,136,134,2,98.5,0,0,0,0
7436,20191110,S92000003,S08000026,Z102H,Emergency Department,123,117,6,95.1,1,0.8,0,0
7437,20191110,S92000003,S08000030,T101H,Emergency Department,990,926,64,93.5,0,0,0,0
7438,20191110,S92000003,S08000030,T202H,Emergency Department,475,446,29,93.9,1,0.2,0,0
7439,20191110,S92000003,S08000028,W107H,Emergency Department,126,126,0,100,0,0,0,0
7440,20191117,S92000003,S08000015,A210H,Emergency Department,628,512,116,81.5,33,5.3,12,1.9
7441,20191117,S92000003,S08000015,A111H,Emergency Department,1413,1198,215,84.8,92,6.5,42,3
7442,20191117,S92000003,S08000016,B120H,Emergency Department,629,515,114,81.9,19,3,5,0.8
7443,20191117,S92000003,S08000017,Y146H,Emergency Department,606,558,48,92.1,1,0.2,0,0
7444,20191117,S92000003,S08000017,Y144H,Emergency Department,260,238,22,91.5,1,0.4,0,0
7445,20191117,S92000003,S08000029,F704H,Emergency Department,1399,1298,101,92.8,1,0.1,0,0
7446,20191117,S92000003,S08000019,V217H,Emergency Department,1299,1109,190,85.4,5,0.4,0,0
7447,20191117,S92000003,S08000020,N101H,Emergency Department,1295,1094,201,84.5,11,0.8,1,0.1
7448,20191117,S92000003,S08000020,N411H,Emergency Department,485,453,32,93.4,2,0.4,0,0
7449,20191117,S92000003,S08000020,N121H,Emergency Department,325,324,1,99.7,0,0,0,0
7450,20191117,S92000003,S08000031,G107H,Emergency Department,1917,1633,284,85.2,11,0.6,0,0
7451,20191117,S92000003,S08000031,C313H,Emergency Department,661,556,105,84.1,7,1.1,0,0
7452,20191117,S92000003,S08000031,G405H,Emergency Department,1981,1357,624,68.5,87,4.4,14,0.7
7453,20191117,S92000003,S08000031,C418H,Emergency Department,1276,1024,252,80.3,42,3.3,1,0.1
7454,20191117,S92000003,S08000031,G513H,Emergency Department,1799,1626,173,90.4,2,0.1,0,0
7455,20191117,S92000003,S08000022,H212H,Emergency Department,154,141,13,91.6,1,0.6,1,0.6
7456,20191117,S92000003,S08000022,H103H,Emergency Department,129,118,11,91.5,2,1.6,0,0
7457,20191117,S92000003,S08000022,C121H,Emergency Department,154,149,5,96.8,1,0.6,0,0
7458,20191117,S92000003,S08000022,H202H,Emergency Department,716,625,91,87.3,8,1.1,0,0
7459,20191117,S92000003,S08000032,L302H,Emergency Department,1209,962,247,79.6,54,4.5,34,2.8
7460,20191117,S92000003,S08000032,L106H,Emergency Department,1340,1164,176,86.9,7,0.5,0,0
7461,20191117,S92000003,S08000032,L308H,Emergency Department,1533,1296,237,84.5,20,1.3,0,0
7462,20191117,S92000003,S08000024,S319H,Emergency Department,1162,1098,64,94.5,5,0.4,0,0
7463,20191117,S92000003,S08000024,S314H,Emergency Department,2458,1837,621,74.7,120,4.9,28,1.1
7464,20191117,S92000003,S08000024,S308H,Emergency Department,1151,1017,134,88.4,41,3.6,12,1
7465,20191117,S92000003,S08000025,R103H,Emergency Department,111,110,1,99.1,0,0,0,0
7466,20191117,S92000003,S08000026,Z102H,Emergency Department,156,149,7,95.5,0,0,0,0
7467,20191117,S92000003,S08000030,T101H,Emergency Department,1020,963,57,94.4,0,0,0,0
7468,20191117,S92000003,S08000030,T202H,Emergency Department,455,442,13,97.1,1,0.2,0,0
7469,20191117,S92000003,S08000028,W107H,Emergency Department,104,104,0,100,0,0,0,0
7470,20191124,S92000003,S08000015,A210H,Emergency Department,731,494,237,67.6,91,12.4,48,6.6
7471,20191124,S92000003,S08000015,A111H,Emergency Department,1479,1259,220,85.1,112,7.6,44,3
7472,20191124,S92000003,S08000016,B120H,Emergency Department,597,523,74,87.6,13,2.2,8,1.3
7473,20191124,S92000003,S08000017,Y146H,Emergency Department,670,562,108,83.9,7,1,0,0
7474,20191124,S92000003,S08000017,Y144H,Emergency Department,251,239,12,95.2,0,0,0,0
7475,20191124,S92000003,S08000029,F704H,Emergency Department,1293,1172,121,90.6,2,0.2,0,0
7476,20191124,S92000003,S08000019,V217H,Emergency Department,1271,1073,198,84.4,9,0.7,1,0.1
7477,20191124,S92000003,S08000020,N101H,Emergency Department,1168,976,192,83.6,13,1.1,2,0.2
7478,20191124,S92000003,S08000020,N411H,Emergency Department,525,499,26,95,1,0.2,0,0
7479,20191124,S92000003,S08000020,N121H,Emergency Department,315,311,4,98.7,0,0,0,0
7480,20191124,S92000003,S08000031,G107H,Emergency Department,1855,1515,340,81.7,17,0.9,0,0
7481,20191124,S92000003,S08000031,C313H,Emergency Department,647,566,81,87.5,8,1.2,0,0
7482,20191124,S92000003,S08000031,G405H,Emergency Department,1927,1390,537,72.1,40,2.1,8,0.4
7483,20191124,S92000003,S08000031,C418H,Emergency Department,1258,981,277,78,41,3.3,0,0
7484,20191124,S92000003,S08000031,G513H,Emergency Department,1822,1465,357,80.4,3,0.2,0,0
7485,20191124,S92000003,S08000022,H212H,Emergency Department,150,140,10,93.3,0,0,0,0
7486,20191124,S92000003,S08000022,H103H,Emergency Department,151,144,7,95.4,0,0,0,0
7487,20191124,S92000003,S08000022,C121H,Emergency Department,142,139,3,97.9,0,0,0,0
7488,20191124,S92000003,S08000022,H202H,Emergency Department,680,577,103,84.9,16,2.4,0,0
7489,20191124,S92000003,S08000032,L302H,Emergency Department,1221,932,289,76.3,60,4.9,18,1.5
7490,20191124,S92000003,S08000032,L106H,Emergency Department,1325,1054,271,79.5,11,0.8,0,0
7491,20191124,S92000003,S08000032,L308H,Emergency Department,1432,1260,172,88,21,1.5,5,0.3
7492,20191124,S92000003,S08000024,S319H,Emergency Department,1275,1190,85,93.3,2,0.2,0,0
7493,20191124,S92000003,S08000024,S314H,Emergency Department,2345,1799,546,76.7,153,6.5,38,1.6
