_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
8998,2017Q2,S08000028,S08000031,"",Melanoma,"",1,"",1,""
8999,2017Q2,S08000028,S92000003,d,Melanoma,"",2,"",2,""
9000,2017Q2,S08000029,S08000029,"",Melanoma,"",9,"",9,""
9001,2017Q2,S08000029,S92000003,d,Melanoma,"",9,"",9,""
9002,2017Q2,S08000030,S08000030,"",Melanoma,"",32,"",30,""
9003,2017Q2,S08000030,S92000003,d,Melanoma,"",32,"",30,""
9004,2017Q2,S08000031,S08000031,"",Melanoma,"",79,"",75,""
9005,2017Q2,S08000031,S92000003,d,Melanoma,"",79,"",75,""
9006,2017Q2,S08000032,S08000031,"",Melanoma,"",4,"",3,""
9007,2017Q2,S08000032,S08000032,"",Melanoma,"",35,"",35,""
9008,2017Q2,S08000032,S92000003,d,Melanoma,"",39,"",38,""
9009,2017Q2,S08000015,S08000015,"",Ovarian,"",1,"",1,""
9010,2017Q2,S08000015,S08000031,"",Ovarian,"",7,"",7,""
9011,2017Q2,S08000015,S92000003,d,Ovarian,"",8,"",8,""
9012,2017Q2,S08000016,S08000016,"",Ovarian,"",2,"",2,""
9013,2017Q2,S08000016,S92000003,d,Ovarian,"",2,"",2,""
9014,2017Q2,S08000017,S08000017,"",Ovarian,"",7,"",7,""
9015,2017Q2,S08000017,S08000024,"",Ovarian,"",4,"",2,""
9016,2017Q2,S08000017,S92000003,d,Ovarian,"",11,"",9,""
9017,2017Q2,S08000019,S08000019,"",Ovarian,"",5,"",4,""
9018,2017Q2,S08000019,S08000031,"",Ovarian,"",6,"",6,""
9019,2017Q2,S08000019,S92000003,d,Ovarian,"",11,"",10,""
9020,2017Q2,S08000020,S08000020,"",Ovarian,"",16,"",15,""
9021,2017Q2,S08000020,S92000003,d,Ovarian,"",16,"",15,""
9022,2017Q2,S08000022,S08000022,"",Ovarian,"",6,"",5,""
9023,2017Q2,S08000022,S92000003,d,Ovarian,"",6,"",5,""
9024,2017Q2,S08000024,S08000024,"",Ovarian,"",9,"",7,""
9025,2017Q2,S08000024,S92000003,d,Ovarian,"",9,"",7,""
9026,2017Q2,S08000026,S08000020,"",Ovarian,"",1,"",1,""
9027,2017Q2,S08000026,S92000003,d,Ovarian,"",1,"",1,""
9028,2017Q2,S08000028,S08000028,"",Ovarian,"",1,"",1,""
9029,2017Q2,S08000028,S92000003,d,Ovarian,"",1,"",1,""
9030,2017Q2,S08000029,S08000024,"",Ovarian,"",1,"",1,""
9031,2017Q2,S08000029,S08000029,"",Ovarian,"",5,"",5,""
9032,2017Q2,S08000029,S92000003,d,Ovarian,"",6,"",6,""
9033,2017Q2,S08000030,S08000030,"",Ovarian,"",9,"",9,""
9034,2017Q2,S08000030,S92000003,d,Ovarian,"",9,"",9,""
9035,2017Q2,S08000031,S08000031,"",Ovarian,"",28,"",28,""
9036,2017Q2,S08000031,S92000003,d,Ovarian,"",28,"",28,""
9037,2017Q2,S08000032,S08000031,"",Ovarian,"",8,"",8,""
9038,2017Q2,S08000032,S08000032,"",Ovarian,"",7,"",7,""
9039,2017Q2,S08000032,S92000003,d,Ovarian,"",15,"",15,""
9040,2017Q2,S08000015,S08000015,"",Upper GI,"",26,"",26,""
9041,2017Q2,S08000015,S08000024,"",Upper GI,"",1,"",1,""
9042,2017Q2,S08000015,S08000031,"",Upper GI,"",10,"",10,""
9043,2017Q2,S08000015,S92000003,d,Upper GI,"",37,"",37,""
9044,2017Q2,S08000016,S08000016,"",Upper GI,"",13,"",13,""
9045,2017Q2,S08000016,S08000024,"",Upper GI,"",2,"",2,""
9046,2017Q2,S08000016,S92000003,d,Upper GI,"",15,"",15,""
9047,2017Q2,S08000017,S08000017,"",Upper GI,"",21,"",21,""
9048,2017Q2,S08000017,S08000024,"",Upper GI,"",6,"",5,""
9049,2017Q2,S08000017,S92000003,d,Upper GI,"",27,"",26,""
9050,2017Q2,S08000019,S08000019,"",Upper GI,"",20,"",20,""
9051,2017Q2,S08000019,S08000024,"",Upper GI,"",3,"",3,""
9052,2017Q2,S08000019,S08000031,"",Upper GI,"",10,"",10,""
9053,2017Q2,S08000019,S92000003,d,Upper GI,"",33,"",33,""
9054,2017Q2,S08000020,S08000020,"",Upper GI,"",83,"",83,""
9055,2017Q2,S08000020,S92000003,d,Upper GI,"",83,"",83,""
9056,2017Q2,S08000022,S08000022,"",Upper GI,"",28,"",27,""
9057,2017Q2,S08000022,S92000003,d,Upper GI,"",28,"",27,""
9058,2017Q2,S08000024,S08000024,"",Upper GI,"",33,"",33,""
9059,2017Q2,S08000024,S92000003,d,Upper GI,"",33,"",33,""
9060,2017Q2,S08000025,S08000020,"",Upper GI,"",2,"",2,""
9061,2017Q2,S08000025,S08000025,"",Upper GI,"",1,"",1,""
9062,2017Q2,S08000025,S92000003,d,Upper GI,"",3,"",3,""
9063,2017Q2,S08000026,S08000020,"",Upper GI,"",2,"",2,""
9064,2017Q2,S08000026,S92000003,d,Upper GI,"",2,"",2,""
9065,2017Q2,S08000028,S08000022,"",Upper GI,"",2,"",2,""
9066,2017Q2,S08000028,S08000028,"",Upper GI,"",2,"",2,""
9067,2017Q2,S08000028,S08000031,"",Upper GI,"",1,"",1,""
9068,2017Q2,S08000028,S92000003,d,Upper GI,"",5,"",5,""
9069,2017Q2,S08000029,S08000024,"",Upper GI,"",4,"",4,""
9070,2017Q2,S08000029,S08000029,"",Upper GI,"",38,"",38,""
9071,2017Q2,S08000029,S92000003,d,Upper GI,"",42,"",42,""
9072,2017Q2,S08000030,S08000030,"",Upper GI,"",68,"",68,""
9073,2017Q2,S08000030,S92000003,d,Upper GI,"",68,"",68,""
9074,2017Q2,S08000031,S08000024,"",Upper GI,"",2,"",1,""
9075,2017Q2,S08000031,S08000031,"",Upper GI,"",139,"",136,""
9076,2017Q2,S08000031,S92000003,d,Upper GI,"",141,"",137,""
9077,2017Q2,S08000032,S08000031,"",Upper GI,"",4,"",4,""
9078,2017Q2,S08000032,S08000032,"",Upper GI,"",37,"",37,""
9079,2017Q2,S08000032,S92000003,d,Upper GI,"",41,"",41,""
9080,2017Q2,S08000015,S08000015,"",Urological,"",71,"",69,""
9081,2017Q2,S08000015,S08000031,"",Urological,"",8,"",3,""
9082,2017Q2,S08000015,S92000003,d,Urological,"",79,"",72,""
9083,2017Q2,S08000016,S08000016,"",Urological,"",19,"",19,""
9084,2017Q2,S08000016,S08000024,"",Urological,"",8,"",4,""
9085,2017Q2,S08000016,S92000003,d,Urological,"",27,"",23,""
9086,2017Q2,S08000017,S08000017,"",Urological,"",27,"",25,""
9087,2017Q2,S08000017,S08000024,"",Urological,"",7,"",5,""
9088,2017Q2,S08000017,S92000003,d,Urological,"",34,"",30,""
9089,2017Q2,S08000019,S08000019,"",Urological,"",84,"",82,""
9090,2017Q2,S08000019,S08000024,"",Urological,"",1,"",1,""
9091,2017Q2,S08000019,S08000031,"",Urological,"",6,"",3,""
9092,2017Q2,S08000019,S92000003,d,Urological,"",91,"",86,""
9093,2017Q2,S08000020,S08000020,"",Urological,"",150,"",123,""
9094,2017Q2,S08000020,S08000024,"",Urological,"",1,"",1,""
9095,2017Q2,S08000020,S92000003,d,Urological,"",151,"",124,""
9096,2017Q2,S08000022,S08000020,"",Urological,"",3,"",0,""
9097,2017Q2,S08000022,S08000022,"",Urological,"",51,"",48,""
9098,2017Q2,S08000022,S08000024,"",Urological,"",3,"",3,""
9099,2017Q2,S08000022,S08000031,"",Urological,"",1,"",1,""
9100,2017Q2,S08000022,S92000003,d,Urological,"",58,"",52,""
9101,2017Q2,S08000024,S08000024,"",Urological,"",173,"",139,""
9102,2017Q2,S08000024,S92000003,d,Urological,"",173,"",139,""
9103,2017Q2,S08000025,S08000025,"",Urological,"",1,"",1,""
9104,2017Q2,S08000025,S92000003,d,Urological,"",1,"",1,""
9105,2017Q2,S08000026,S08000020,"",Urological,"",1,"",1,""
9106,2017Q2,S08000026,S08000026,"",Urological,"",1,"",1,""
9107,2017Q2,S08000026,S92000003,d,Urological,"",2,"",2,""
9108,2017Q2,S08000028,S08000020,"",Urological,"",1,"",1,""
9109,2017Q2,S08000028,S08000022,"",Urological,"",4,"",2,""
9110,2017Q2,S08000028,S08000024,"",Urological,"",1,"",0,""
9111,2017Q2,S08000028,S08000028,"",Urological,"",7,"",7,""
9112,2017Q2,S08000028,S92000003,d,Urological,"",13,"",10,""
9113,2017Q2,S08000029,S08000024,"",Urological,"",10,"",8,""
9114,2017Q2,S08000029,S08000029,"",Urological,"",78,"",77,""
9115,2017Q2,S08000029,S92000003,d,Urological,"",88,"",85,""
9116,2017Q2,S08000030,S08000030,"",Urological,"",131,"",107,""
9117,2017Q2,S08000030,S92000003,d,Urological,"",131,"",107,""
9118,2017Q2,S08000031,S08000031,"",Urological,"",311,"",252,""
9119,2017Q2,S08000031,S92000003,d,Urological,"",311,"",252,""
9120,2017Q2,S08000032,S08000031,"",Urological,"",16,"",12,""
9121,2017Q2,S08000032,S08000032,"",Urological,"",116,"",101,""
9122,2017Q2,S08000032,S92000003,d,Urological,"",132,"",113,""
9123,2017Q3,S08000015,S08000015,"",All Cancer Types,d,366,"",364,""
9124,2017Q3,S08000015,S08000017,"",All Cancer Types,d,6,"",6,""
9125,2017Q3,S08000015,S08000031,"",All Cancer Types,d,61,"",53,""
9126,2017Q3,S08000015,S92000003,d,All Cancer Types,d,443,"",433,""
9127,2017Q3,S08000015,SB0801,"",All Cancer Types,d,10,"",10,""
9128,2017Q3,S08000016,S08000016,"",All Cancer Types,d,109,"",109,""
9129,2017Q3,S08000016,S08000024,"",All Cancer Types,d,34,"",28,""
9130,2017Q3,S08000016,S92000003,d,All Cancer Types,d,143,"",137,""
9131,2017Q3,S08000017,S08000017,"",All Cancer Types,d,140,"",135,""
9132,2017Q3,S08000017,S08000024,"",All Cancer Types,d,29,"",22,""
9133,2017Q3,S08000017,S08000031,"",All Cancer Types,d,1,"",1,""
9134,2017Q3,S08000017,S92000003,d,All Cancer Types,d,176,"",164,""
9135,2017Q3,S08000017,SB0801,"",All Cancer Types,d,6,"",6,""
9136,2017Q3,S08000019,S08000019,"",All Cancer Types,d,276,"",262,""
9137,2017Q3,S08000019,S08000024,"",All Cancer Types,d,1,"",1,""
9138,2017Q3,S08000019,S08000031,"",All Cancer Types,d,44,"",37,""
9139,2017Q3,S08000019,S08000032,"",All Cancer Types,d,5,"",5,""
9140,2017Q3,S08000019,S92000003,d,All Cancer Types,d,333,"",312,""
9141,2017Q3,S08000019,SB0801,"",All Cancer Types,d,7,"",7,""
9142,2017Q3,S08000020,S08000020,"",All Cancer Types,d,612,"",559,""
9143,2017Q3,S08000020,S08000022,"",All Cancer Types,d,2,"",2,""
9144,2017Q3,S08000020,S08000024,"",All Cancer Types,d,1,"",1,""
9145,2017Q3,S08000020,S08000025,"",All Cancer Types,d,1,"",1,""
9146,2017Q3,S08000020,S92000003,d,All Cancer Types,d,616,"",563,""
9147,2017Q3,S08000022,S08000020,"",All Cancer Types,d,6,"",3,""
9148,2017Q3,S08000022,S08000022,"",All Cancer Types,d,268,"",255,""
9149,2017Q3,S08000022,S08000024,"",All Cancer Types,d,2,"",1,""
9150,2017Q3,S08000022,S08000028,"",All Cancer Types,d,1,"",1,""
9151,2017Q3,S08000022,S08000030,"",All Cancer Types,d,1,"",1,""
9152,2017Q3,S08000022,S08000031,"",All Cancer Types,d,10,"",10,""
9153,2017Q3,S08000022,S92000003,d,All Cancer Types,d,290,"",273,""
9154,2017Q3,S08000022,SB0801,"",All Cancer Types,d,2,"",2,""
9155,2017Q3,S08000024,S08000024,"",All Cancer Types,d,821,"",761,""
9156,2017Q3,S08000024,S92000003,d,All Cancer Types,d,822,"",762,""
9157,2017Q3,S08000024,SB0801,"",All Cancer Types,d,1,"",1,""
9158,2017Q3,S08000025,S08000020,"",All Cancer Types,d,2,"",1,""
9159,2017Q3,S08000025,S08000025,"",All Cancer Types,d,2,"",2,""
9160,2017Q3,S08000025,S92000003,d,All Cancer Types,d,4,"",3,""
9161,2017Q3,S08000026,S08000020,"",All Cancer Types,d,6,"",6,""
9162,2017Q3,S08000026,S08000026,"",All Cancer Types,d,14,"",14,""
9163,2017Q3,S08000026,S92000003,d,All Cancer Types,d,20,"",20,""
9164,2017Q3,S08000028,S08000022,"",All Cancer Types,d,10,"",9,""
9165,2017Q3,S08000028,S08000028,"",All Cancer Types,d,8,"",8,""
9166,2017Q3,S08000028,S08000031,"",All Cancer Types,d,1,"",1,""
9167,2017Q3,S08000028,S92000003,d,All Cancer Types,d,19,"",18,""
9168,2017Q3,S08000029,S08000024,"",All Cancer Types,d,63,"",62,""
9169,2017Q3,S08000029,S08000029,"",All Cancer Types,d,278,"",272,""
9170,2017Q3,S08000029,S08000030,"",All Cancer Types,d,14,"",14,""
9171,2017Q3,S08000029,S92000003,d,All Cancer Types,d,355,"",348,""
9172,2017Q3,S08000030,S08000020,"",All Cancer Types,d,2,"",2,""
9173,2017Q3,S08000030,S08000024,"",All Cancer Types,d,10,"",8,""
9174,2017Q3,S08000030,S08000030,"",All Cancer Types,d,542,"",505,""
9175,2017Q3,S08000030,S92000003,d,All Cancer Types,d,554,"",515,""
9176,2017Q3,S08000031,S08000019,"",All Cancer Types,d,2,"",2,""
9177,2017Q3,S08000031,S08000022,"",All Cancer Types,d,1,"",1,""
9178,2017Q3,S08000031,S08000024,"",All Cancer Types,d,2,"",2,""
9179,2017Q3,S08000031,S08000031,"",All Cancer Types,d,1460,"",1376,""
9180,2017Q3,S08000031,S08000032,"",All Cancer Types,d,27,"",27,""
9181,2017Q3,S08000031,S92000003,d,All Cancer Types,d,1547,"",1463,""
9182,2017Q3,S08000031,SB0801,"",All Cancer Types,d,55,"",55,""
9183,2017Q3,S08000032,S08000024,"",All Cancer Types,d,1,"",1,""
9184,2017Q3,S08000032,S08000031,"",All Cancer Types,d,76,"",73,""
9185,2017Q3,S08000032,S08000032,"",All Cancer Types,d,491,"",480,""
9186,2017Q3,S08000032,S92000003,d,All Cancer Types,d,570,"",556,""
9187,2017Q3,S08000032,SB0801,"",All Cancer Types,d,2,"",2,""
9188,2017Q3,S08000015,S08000015,"",Breast,"",108,"",108,""
9189,2017Q3,S08000015,S08000017,"",Breast,"",6,"",6,""
9190,2017Q3,S08000015,S08000031,"",Breast,"",1,"",1,""
9191,2017Q3,S08000015,S92000003,d,Breast,"",115,"",115,""
9192,2017Q3,S08000016,S08000016,"",Breast,"",17,"",17,""
9193,2017Q3,S08000016,S92000003,d,Breast,"",17,"",17,""
9194,2017Q3,S08000017,S08000017,"",Breast,"",26,"",26,""
9195,2017Q3,S08000017,S08000024,"",Breast,"",1,"",1,""
9196,2017Q3,S08000017,S92000003,d,Breast,"",27,"",27,""
9197,2017Q3,S08000019,S08000019,"",Breast,"",40,"",36,""
9198,2017Q3,S08000019,S92000003,d,Breast,"",40,"",36,""
9199,2017Q3,S08000020,S08000020,"",Breast,"",116,"",104,""
9200,2017Q3,S08000020,S08000025,"",Breast,"",1,"",1,""
9201,2017Q3,S08000020,S92000003,d,Breast,"",117,"",105,""
9202,2017Q3,S08000022,S08000022,"",Breast,"",68,"",68,""
9203,2017Q3,S08000022,S08000028,"",Breast,"",1,"",1,""
9204,2017Q3,S08000022,S92000003,d,Breast,"",69,"",69,""
9205,2017Q3,S08000024,S08000024,"",Breast,"",203,"",203,""
9206,2017Q3,S08000024,S92000003,d,Breast,"",203,"",203,""
9207,2017Q3,S08000026,S08000026,"",Breast,"",1,"",1,""
9208,2017Q3,S08000026,S92000003,d,Breast,"",1,"",1,""
9209,2017Q3,S08000029,S08000024,"",Breast,"",1,"",1,""
9210,2017Q3,S08000029,S08000029,"",Breast,"",36,"",35,""
9211,2017Q3,S08000029,S92000003,d,Breast,"",37,"",36,""
9212,2017Q3,S08000030,S08000030,"",Breast,"",133,"",119,""
9213,2017Q3,S08000030,S92000003,d,Breast,"",133,"",119,""
9214,2017Q3,S08000031,S08000019,"",Breast,"",2,"",2,""
9215,2017Q3,S08000031,S08000031,"",Breast,"",296,"",275,""
9216,2017Q3,S08000031,S08000032,"",Breast,"",27,"",27,""
9217,2017Q3,S08000031,S92000003,d,Breast,"",325,"",304,""
9218,2017Q3,S08000032,S08000031,"",Breast,"",8,"",7,""
9219,2017Q3,S08000032,S08000032,"",Breast,"",97,"",96,""
9220,2017Q3,S08000032,S92000003,d,Breast,"",105,"",103,""
9221,2017Q3,S08000015,S08000015,"",Cervical,"",1,"",1,""
9222,2017Q3,S08000015,S08000031,"",Cervical,"",1,"",1,""
9223,2017Q3,S08000015,S92000003,d,Cervical,"",2,"",2,""
9224,2017Q3,S08000016,S08000024,"",Cervical,"",2,"",2,""
9225,2017Q3,S08000016,S92000003,d,Cervical,"",2,"",2,""
9226,2017Q3,S08000017,S08000024,"",Cervical,"",1,"",1,""
9227,2017Q3,S08000017,S92000003,d,Cervical,"",1,"",1,""
9228,2017Q3,S08000019,S08000019,"",Cervical,"",4,"",4,""
9229,2017Q3,S08000019,S08000031,"",Cervical,"",5,"",5,""
9230,2017Q3,S08000019,S92000003,d,Cervical,"",9,"",9,""
9231,2017Q3,S08000020,S08000020,"",Cervical,"",8,"",8,""
9232,2017Q3,S08000020,S92000003,d,Cervical,"",8,"",8,""
9233,2017Q3,S08000022,S08000022,"",Cervical,"",2,"",2,""
9234,2017Q3,S08000022,S92000003,d,Cervical,"",2,"",2,""
9235,2017Q3,S08000024,S08000024,"",Cervical,"",3,"",3,""
9236,2017Q3,S08000024,S92000003,d,Cervical,"",3,"",3,""
9237,2017Q3,S08000029,S08000024,"",Cervical,"",3,"",3,""
9238,2017Q3,S08000029,S08000029,"",Cervical,"",1,"",1,""
9239,2017Q3,S08000029,S92000003,d,Cervical,"",4,"",4,""
9240,2017Q3,S08000030,S08000020,"",Cervical,"",1,"",1,""
9241,2017Q3,S08000030,S08000030,"",Cervical,"",6,"",6,""
9242,2017Q3,S08000030,S92000003,d,Cervical,"",7,"",7,""
9243,2017Q3,S08000031,S08000031,"",Cervical,"",10,"",10,""
9244,2017Q3,S08000031,S92000003,d,Cervical,"",10,"",10,""
9245,2017Q3,S08000032,S08000031,"",Cervical,"",5,"",5,""
9246,2017Q3,S08000032,S08000032,"",Cervical,"",3,"",3,""
9247,2017Q3,S08000032,S92000003,d,Cervical,"",8,"",8,""
9248,2017Q3,S08000015,S08000015,"",Colorectal,"",63,"",63,""
9249,2017Q3,S08000015,S08000031,"",Colorectal,"",2,"",2,""
9250,2017Q3,S08000015,S92000003,d,Colorectal,"",65,"",65,""
9251,2017Q3,S08000016,S08000016,"",Colorectal,"",18,"",18,""
9252,2017Q3,S08000016,S08000024,"",Colorectal,"",1,"",1,""
9253,2017Q3,S08000016,S92000003,d,Colorectal,"",19,"",19,""
9254,2017Q3,S08000017,S08000017,"",Colorectal,"",26,"",23,""
9255,2017Q3,S08000017,S08000024,"",Colorectal,"",1,"",1,""
9256,2017Q3,S08000017,S92000003,d,Colorectal,"",27,"",24,""
9257,2017Q3,S08000019,S08000019,"",Colorectal,"",49,"",45,""
9258,2017Q3,S08000019,S92000003,d,Colorectal,"",49,"",45,""
9259,2017Q3,S08000020,S08000020,"",Colorectal,"",91,"",86,""
9260,2017Q3,S08000020,S92000003,d,Colorectal,"",91,"",86,""
9261,2017Q3,S08000022,S08000022,"",Colorectal,"",35,"",32,""
9262,2017Q3,S08000022,S08000031,"",Colorectal,"",3,"",3,""
9263,2017Q3,S08000022,S92000003,d,Colorectal,"",38,"",35,""
9264,2017Q3,S08000024,S08000024,"",Colorectal,"",107,"",96,""
9265,2017Q3,S08000024,S92000003,d,Colorectal,"",108,"",97,""
9266,2017Q3,S08000024,SB0801,"",Colorectal,"",1,"",1,""
9267,2017Q3,S08000025,S08000020,"",Colorectal,"",1,"",0,""
9268,2017Q3,S08000025,S08000025,"",Colorectal,"",1,"",1,""
9269,2017Q3,S08000025,S92000003,d,Colorectal,"",2,"",1,""
9270,2017Q3,S08000026,S08000026,"",Colorectal,"",1,"",1,""
9271,2017Q3,S08000026,S92000003,d,Colorectal,"",1,"",1,""
9272,2017Q3,S08000028,S08000022,"",Colorectal,"",5,"",4,""
9273,2017Q3,S08000028,S92000003,d,Colorectal,"",5,"",4,""
9274,2017Q3,S08000029,S08000024,"",Colorectal,"",2,"",2,""
9275,2017Q3,S08000029,S08000029,"",Colorectal,"",51,"",51,""
9276,2017Q3,S08000029,S08000030,"",Colorectal,"",1,"",1,""
9277,2017Q3,S08000029,S92000003,d,Colorectal,"",54,"",54,""
9278,2017Q3,S08000030,S08000030,"",Colorectal,"",61,"",59,""
9279,2017Q3,S08000030,S92000003,d,Colorectal,"",61,"",59,""
9280,2017Q3,S08000031,S08000024,"",Colorectal,"",1,"",1,""
9281,2017Q3,S08000031,S08000031,"",Colorectal,"",180,"",177,""
9282,2017Q3,S08000031,S92000003,d,Colorectal,"",181,"",178,""
9283,2017Q3,S08000032,S08000024,"",Colorectal,"",1,"",1,""
9284,2017Q3,S08000032,S08000031,"",Colorectal,"",10,"",10,""
9285,2017Q3,S08000032,S08000032,"",Colorectal,"",79,"",79,""
9286,2017Q3,S08000032,S92000003,d,Colorectal,"",90,"",90,""
9287,2017Q3,S08000015,S08000015,"",Head & Neck,"",19,"",19,""
9288,2017Q3,S08000015,S08000031,"",Head & Neck,"",10,"",10,""
9289,2017Q3,S08000015,S92000003,d,Head & Neck,"",29,"",29,""
9290,2017Q3,S08000016,S08000016,"",Head & Neck,"",2,"",2,""
9291,2017Q3,S08000016,S08000024,"",Head & Neck,"",6,"",6,""
9292,2017Q3,S08000016,S92000003,d,Head & Neck,"",8,"",8,""
9293,2017Q3,S08000017,S08000024,"",Head & Neck,"",3,"",3,""
9294,2017Q3,S08000017,S08000031,"",Head & Neck,"",1,"",1,""
9295,2017Q3,S08000017,S92000003,d,Head & Neck,"",4,"",4,""
9296,2017Q3,S08000019,S08000019,"",Head & Neck,"",4,"",4,""
9297,2017Q3,S08000019,S08000031,"",Head & Neck,"",5,"",5,""
9298,2017Q3,S08000019,S08000032,"",Head & Neck,"",5,"",5,""
9299,2017Q3,S08000019,S92000003,d,Head & Neck,"",14,"",14,""
9300,2017Q3,S08000020,S08000020,"",Head & Neck,"",15,"",15,""
9301,2017Q3,S08000020,S08000022,"",Head & Neck,"",1,"",1,""
9302,2017Q3,S08000020,S92000003,d,Head & Neck,"",16,"",16,""
9303,2017Q3,S08000022,S08000022,"",Head & Neck,"",6,"",6,""
9304,2017Q3,S08000022,S08000030,"",Head & Neck,"",1,"",1,""
9305,2017Q3,S08000022,S92000003,d,Head & Neck,"",7,"",7,""
9306,2017Q3,S08000024,S08000024,"",Head & Neck,"",45,"",43,""
9307,2017Q3,S08000024,S92000003,d,Head & Neck,"",45,"",43,""
9308,2017Q3,S08000028,S08000028,"",Head & Neck,"",1,"",1,""
9309,2017Q3,S08000028,S92000003,d,Head & Neck,"",1,"",1,""
9310,2017Q3,S08000029,S08000024,"",Head & Neck,"",7,"",7,""
9311,2017Q3,S08000029,S08000029,"",Head & Neck,"",6,"",6,""
9312,2017Q3,S08000029,S08000030,"",Head & Neck,"",8,"",8,""
9313,2017Q3,S08000029,S92000003,d,Head & Neck,"",21,"",21,""
9314,2017Q3,S08000030,S08000030,"",Head & Neck,"",21,"",18,""
9315,2017Q3,S08000030,S92000003,d,Head & Neck,"",21,"",18,""
9316,2017Q3,S08000031,S08000031,"",Head & Neck,"",68,"",66,""
9317,2017Q3,S08000031,S92000003,d,Head & Neck,"",68,"",66,""
9318,2017Q3,S08000032,S08000031,"",Head & Neck,"",14,"",12,""
9319,2017Q3,S08000032,S08000032,"",Head & Neck,"",25,"",25,""
9320,2017Q3,S08000032,S92000003,d,Head & Neck,"",39,"",37,""
9321,2017Q3,S08000015,S08000015,"",Lung,"",41,"",41,""
9322,2017Q3,S08000015,S08000031,"",Lung,"",12,"",11,""
9323,2017Q3,S08000015,S92000003,d,Lung,"",63,"",62,""
9324,2017Q3,S08000015,SB0801,"",Lung,"",10,"",10,""
9325,2017Q3,S08000016,S08000016,"",Lung,"",13,"",13,""
9326,2017Q3,S08000016,S08000024,"",Lung,"",9,"",9,""
9327,2017Q3,S08000016,S92000003,d,Lung,"",22,"",22,""
9328,2017Q3,S08000017,S08000017,"",Lung,"",16,"",16,""
9329,2017Q3,S08000017,S08000024,"",Lung,"",5,"",5,""
9330,2017Q3,S08000017,S92000003,d,Lung,"",27,"",27,""
9331,2017Q3,S08000017,SB0801,"",Lung,"",6,"",6,""
9332,2017Q3,S08000019,S08000019,"",Lung,"",39,"",39,""
9333,2017Q3,S08000019,S08000031,"",Lung,"",9,"",8,""
9334,2017Q3,S08000019,S92000003,d,Lung,"",55,"",54,""
9335,2017Q3,S08000019,SB0801,"",Lung,"",7,"",7,""
9336,2017Q3,S08000020,S08000020,"",Lung,"",89,"",85,""
9337,2017Q3,S08000020,S92000003,d,Lung,"",89,"",85,""
9338,2017Q3,S08000022,S08000022,"",Lung,"",29,"",29,""
9339,2017Q3,S08000022,S08000031,"",Lung,"",1,"",1,""
9340,2017Q3,S08000022,S92000003,d,Lung,"",32,"",32,""
9341,2017Q3,S08000022,SB0801,"",Lung,"",2,"",2,""
9342,2017Q3,S08000024,S08000024,"",Lung,"",146,"",146,""
9343,2017Q3,S08000024,S92000003,d,Lung,"",146,"",146,""
9344,2017Q3,S08000026,S08000026,"",Lung,"",1,"",1,""
9345,2017Q3,S08000026,S92000003,d,Lung,"",1,"",1,""
9346,2017Q3,S08000028,S08000022,"",Lung,"",1,"",1,""
9347,2017Q3,S08000028,S08000028,"",Lung,"",4,"",4,""
9348,2017Q3,S08000028,S92000003,d,Lung,"",5,"",5,""
9349,2017Q3,S08000029,S08000024,"",Lung,"",24,"",24,""
9350,2017Q3,S08000029,S08000029,"",Lung,"",44,"",44,""
9351,2017Q3,S08000029,S08000030,"",Lung,"",3,"",3,""
9352,2017Q3,S08000029,S92000003,d,Lung,"",71,"",71,""
9353,2017Q3,S08000030,S08000020,"",Lung,"",1,"",1,""
9354,2017Q3,S08000030,S08000024,"",Lung,"",8,"",8,""
9355,2017Q3,S08000030,S08000030,"",Lung,"",62,"",61,""
9356,2017Q3,S08000030,S92000003,d,Lung,"",71,"",70,""
9357,2017Q3,S08000031,S08000031,"",Lung,"",256,"",253,""
9358,2017Q3,S08000031,S92000003,d,Lung,"",310,"",307,""
9359,2017Q3,S08000031,SB0801,"",Lung,"",54,"",54,""
9360,2017Q3,S08000032,S08000031,"",Lung,"",16,"",16,""
9361,2017Q3,S08000032,S08000032,"",Lung,"",91,"",91,""
9362,2017Q3,S08000032,S92000003,d,Lung,"",109,"",109,""
9363,2017Q3,S08000032,SB0801,"",Lung,"",2,"",2,""
9364,2017Q3,S08000015,S08000015,"",Lymphoma,"",12,"",12,""
9365,2017Q3,S08000015,S92000003,d,Lymphoma,"",12,"",12,""
9366,2017Q3,S08000016,S08000016,"",Lymphoma,"",9,"",9,""
9367,2017Q3,S08000016,S08000024,"",Lymphoma,"",1,"",1,""
9368,2017Q3,S08000016,S92000003,d,Lymphoma,"",10,"",10,""
9369,2017Q3,S08000017,S08000017,"",Lymphoma,"",11,"",11,""
9370,2017Q3,S08000017,S92000003,d,Lymphoma,"",11,"",11,""
9371,2017Q3,S08000019,S08000019,"",Lymphoma,"",14,"",14,""
9372,2017Q3,S08000019,S92000003,d,Lymphoma,"",14,"",14,""
9373,2017Q3,S08000020,S08000020,"",Lymphoma,"",33,"",33,""
9374,2017Q3,S08000020,S08000022,"",Lymphoma,"",1,"",1,""
